Temp,Humd,Label
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,23,1
24,22.5,1
23.2,23,1
24,23.5,1
24.1,23,1
65,97,0
85,35,0
100,93,0
52,97,0
72,33,0
19,63,0
